"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Ralph Breaks the Internet","PG","4.5","10:30a | 1:15p | 4:00p | 6:45p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Widows (2018)","R","4","12:30p | 3:35p | 6:45p | 9:45p","Standard","""Widows"" is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Oscar® winner Viola Davis), Linda (Michelle Rodriguez), Alice (Elizabeth Debicki) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms. ""Widows"" also stars Liam Neeson, Colin Farrell, Robert Duvall, Daniel Kaluuya, Lukas Haas and Brian Tyree Henry.","2018-11-29","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","11:55a","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Widows (2018)","R","4","12:00p | 3:50p | 7:30p | 10:45p","Standard","""Widows"" is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Oscar® winner Viola Davis), Linda (Michelle Rodriguez), Alice (Elizabeth Debicki) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms. ""Widows"" also stars Liam Neeson, Colin Farrell, Robert Duvall, Daniel Kaluuya, Lukas Haas and Brian Tyree Henry.","2018-11-29","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Overlord (2018)","R","4","12:55p | 4:20p | 10:25p","Standard","On the eve of D-Day, American paratroopers drop behind enemy lines to penetrate the walls of a fortified church and destroy a radio transmitter. As the soldiers approach their target, they soon begin to realize that there's more going on in the Nazi-occupied village than a simple military operation. Making their way to an underground lab, the outnumbered men stumble upon a sinister experiment that forces them into a vicious battle against an army of the undead.","2018-11-29","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Nobody's Fool","R","4.5","1:15p | 4:15p | 7:15p | 10:15p","Standard","After serving five years in prison, wild child Tanya looks to her buttoned-up, by-the-book sister Danica to help her get back on her feet. The feisty ex-con becomes suspicious and concerned when Danica tells her that she's in a long-distance, online relationship with a mysterious man she's never seen. As the polar opposites start to collide, Tanya soon discovers that her sibling's picture-perfect life may not be what it seems.","2018-11-29","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","4:15p","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","10:45p | 10:30p","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Widows (2018)","R","4","1:05p | 4:20p | 7:45p | 10:50p","Standard","""Widows"" is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Oscar® winner Viola Davis), Linda (Michelle Rodriguez), Alice (Elizabeth Debicki) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms. ""Widows"" also stars Liam Neeson, Colin Farrell, Robert Duvall, Daniel Kaluuya, Lukas Haas and Brian Tyree Henry.","2018-11-29","High Springs, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Instant Family (2018)","PG-13","4.5","10:35a | 1:20p | 5:05p | 7:30p | 10:15p","Standard","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child, but when they meet three siblings, including a rebellious 15-year-old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must try to learn the ropes of instant parenthood in the hope of becoming a family.","2018-11-29","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Meow Wolf: Origin Story","PG-13","","7:30p","Standard","A group of artists in Santa Fe, NM, frustrated by the lack of access to the art world, decide to form their own collective and name themselves Meow Wolf. Their immersive, large-scale exhibitions crack open a profitable niche in the arts industry, and they spark the interest of George R. R. Martin (creator of “Game of Thrones,”) who comes on board as an investor and supporter. With their wild success obtained on their own terms, Meow Wolf tells its own story and inspires the DIY spirit in creatives, entrepreneurs, and dreamers the world over – in cinemas for one night on Thursday, November 29 only at 7:30 p.m. local time.","2018-11-29","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Nutcracker and the Four Realms","PG","4","11:45a | 2:20p | 4:50p | 10:40p","Standard","Young Clara needs a magical, one-of-a-kind key to unlock a box that contains a priceless gift. A golden thread leads her to the coveted key, but it soon disappears into a strange and mysterious parallel world. In that world, she meets a soldier named Phillip, a group of mice and the regents who preside over three realms. Clara and Phillip must now enter a fourth realm to retrieve the key and restore harmony to the unstable land.","2018-11-29","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Instant Family (2018)","PG-13","4.5","1:35p | 4:40p | 7:40p | 10:40p","Standard","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child, but when they meet three siblings, including a rebellious 15-year-old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must try to learn the ropes of instant parenthood in the hope of becoming a family.","2018-11-29","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Robin Hood (2018)","PG-13","4","12:45p | 4:00p | 7:10p | 10:00p","Standard","A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown in a thrilling action-adventure packed with gritty battlefield exploits, mind-blowing fight choreography, and a timeless romance.","2018-11-29","High Springs, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","Widows (2018)","R","4","12:45p | 3:50p","Standard","""Widows"" is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Oscar® winner Viola Davis), Linda (Michelle Rodriguez), Alice (Elizabeth Debicki) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms. ""Widows"" also stars Liam Neeson, Colin Farrell, Robert Duvall, Daniel Kaluuya, Lukas Haas and Brian Tyree Henry.","2018-11-29","Lake City, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Girl in the Spider's Web","R","4","11:10a | 2:00p","Standard","Fired from the National Security Agency, Frans Balder recruits hacker Lisbeth Salander to steal FireWall, a computer program that can access codes for nuclear weapons worldwide. The download soon draws attention from an NSA agent who traces the activity to Stockholm. Further problems arise when Russian thugs take Lisbeth's laptop and kidnap a math whiz who can make FireWall work. Now, Lisbeth and an unlikely ally must race against time to save the boy and recover the codes to avert disaster.","2018-11-29","Ocala, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Bohemian Rhapsody","PG-13","5","12:05p | 3:50p | 7:25p | 10:40p","Standard","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Surrounded by darker influences, Mercury decides to leave Queen years later to pursue a solo career. Diagnosed with AIDS in the 1980s, the flamboyant frontman reunites with the group for the benefit concert Live Aid -- leading the band in one of the greatest performances in rock history.","2018-11-29","High Springs, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Ralph Breaks the Internet","PG","4.5","1:00p | 4:00p | 7:00p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","Belleview, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","The Old Man & the Gun","PG-13","3","9:45a | 12:25p | 5:15p | 7:30p | 9:45p","Standard","At the age of 70, Forrest Tucker makes an audacious escape from San Quentin, conducting an unprecedented string of heists that confound authorities and enchant the public. Wrapped up in the pursuit are detective John Hunt, who becomes captivated with Forrest's commitment to his craft, and a woman who loves him in spite of his chosen profession.","2018-11-29","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Girl in the Spider's Web","R","4","11:10a | 2:00p","Standard","Fired from the National Security Agency, Frans Balder recruits hacker Lisbeth Salander to steal FireWall, a computer program that can access codes for nuclear weapons worldwide. The download soon draws attention from an NSA agent who traces the activity to Stockholm. Further problems arise when Russian thugs take Lisbeth's laptop and kidnap a math whiz who can make FireWall work. Now, Lisbeth and an unlikely ally must race against time to save the boy and recover the codes to avert disaster.","2018-11-29","Belleview, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Indivisible (2018)","PG-13","4.5","9:45a | 12:30p | 3:15p | 6:00p","Standard","INDIVISIBLE is based on the extraordinary true story of Army Chaplain Darren Turner and his wife Heather. With a strong, faith-filled marriage, the Turners are ready to follow their calling: serving God, family, and country. Fresh from seminary and basic training, Chaplain Turner and his family arrive at Fort Stewart. Yet before the Turners can even unpack their new house, Darren is deployed to Iraq. Heather is left taking care of their three young children alone … as well as serving the families of the other deployed soldiers. Despite a desire to stay connected with their loved ones, the harsh realities of war take a daily toll over the course of the Battalion’s extended deployment. Meanwhile back home, babies are born, kids keep growing, and nerves are frayed with every late-night knock on the door. With deeply etched battle scars, the soldiers’ long-awaited homecoming is much different than any of their families anticipated.","2018-11-29","The Villages, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Robin Hood (2018)","PG-13","4","11:15a | 2:05p | 4:50p | 8:00p","Standard","A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown in a thrilling action-adventure packed with gritty battlefield exploits, mind-blowing fight choreography, and a timeless romance.","2018-11-29","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","4:15p","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Ralph Breaks the Internet","PG","4.5","12:35p | 6:50p | 9:40p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","A Star Is Born (2018)","R","4.5","10:30a | 1:30p | 4:30p | 6:35p | 7:25p","Standard","In this new take on the tragic love story, Bradley Cooper plays seasoned musician Jackson Maine, who discovers—and falls in love with—struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer… until Jack coaxes her into the spotlight. But even as Ally’s career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.","2018-11-29","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Ralph Breaks the Internet","PG","4.5","12:30p | 3:30p | 6:45p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","12:00p | 12:40p | 4:10p | 7:00p | 9:55p","Standard","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Creed II","PG-13","4.5","9:35a | 12:30p | 3:25p | 6:15p | 9:15p","Standard","Life has become a balancing act for Adonis Creed. Between personal obligations and training for his next big fight, he is up against the challenge of his life. Facing an opponent with ties to his family's past only intensifies his impending battle in the ring. Rocky Balboa is there by his side through it all and, together, Rocky and Adonis will confront their shared legacy, question what's worth fighting for, and discover that nothing's more important than family. Creed II is about going back to basics to rediscover what made you a champion in the first place, and remembering that, no matter where you go, you can't escape your history.","2018-11-29","Belleview, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","4:00p","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","Lake City, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Mirai (Premiere Event)","PG","","7:00p | 8:00p","Standard","Fathom Events and GKIDS bring MIRAI, a daringly original story of love passed down through generations from acclaimed director Mamoru Hosoda and Japan’s Studio Chizu, to select theaters on November 29, December 5 and 8. When four-year-old Kun meets his new baby sister, his world is turned upside down. Named Mirai (meaning “future”), the baby quickly wins the hearts of Kun’s entire family. As his mother returns to work, and his father struggles to run the household, Kun becomes increasingly jealous of baby Mirai... until one day he storms off into the garden, where he encounters strange guests from the past and future – including his sister Mirai, as a teenager. Together, Kun and teenage Mirai go on a journey through time and space, uncovering their family’s incredible story. The epic capstone of director Mamoru Hosoda’s career, Mirai is a sumptuous, magical, and emotionally soaring adventure about the ties that bring families together and make us who we are.","2018-11-29","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The King And I: From The London Palladium","","","7:00p","Standard","The multi-award winning and critically acclaimed Lincoln Center Theater’s production of Rodgers and Hammerstein’s The King And I comes to cinemas in this unmissable event recorded live from London’s iconic Palladium. Reprising her Tony Award-winning role, ‘Broadway musical’s undisputed Queen’ (The Sunday Times) Kelli O’Hara (Anna) takes to the stage alongside Tony and Oscar nominee Ken Watanabe (The King) in a ""powerhouse"" (The Times) performance. Also returning to her Tony Award winning role as Lady Thiang is Ruthie Ann Miles. Set in 1860s Bangkok, the musical tells the story of the unconventional and tempestuous relationship that develops between the King of Siam and Anna, a British schoolteacher whom the modernist King, in an imperialistic world, brings to Siam to teach his many wives and children.","2018-11-29","Belleview, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Dr. Seuss' The Grinch (2018)","PG","4.5","1:00p | 4:00p | 7:00p","Standard","Academy Award® nominee Benedict Cumberbatch lends his voice to the infamous Grinch, who lives a solitary life inside a cave on Mt. Crumpet with only his loyal dog, Max, for company. With a cave rigged with inventions and contraptions for his day-to-day needs, the Grinch only sees his neighbors in Who-ville when he runs out of food. Each year at Christmas they disrupt his tranquil solitude with their increasingly bigger, brighter and louder celebrations. When the Whos declare they are going to make Christmas three times bigger this year, the Grinch realizes there is only one way for him to gain some peace and quiet: he must steal Christmas. To do so, he decides he will pose as Santa Claus on Christmas Eve, even going so far as to trap a lackadaisical misfit reindeer to pull his sleigh.","2018-11-29","Ocala, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Ralph Breaks the Internet","PG","4.5","10:15a | 12:05p | 7:00p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","The Villages, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Robin Hood (2018)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown in a thrilling action-adventure packed with gritty battlefield exploits, mind-blowing fight choreography, and a timeless romance.","2018-11-29","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Here and Now","R","3","8:45a | 11:30a | 1:45p | 3:00p","Standard","Vivienne (Sarah Jessica Parker), is an established singer/songwriter with a successful music career. On the eve of a major performance, Vivienne receives some life-altering news that causes her to reevaluate her priorities. As she crisscrosses the busy streets of New York City, she tries to balance her upcoming music tour, family, and friends. With the support of her overbearing mother, Jeanne (Jacqueline Bisset), her long-time manager, Ben (Common), and her ex-husband, Nick (Simon Baker), Vivienne strives to make peace with the decisions and sacrifices she’s made along the way.","2018-11-29","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","11:55a","Digital 3D","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","River Runs Red","","3.5","9:00a | 2:45p | 5:00p | 8:30p","Standard","","2018-11-29","The Villages, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Instant Family (2018)","PG-13","4.5","11:20a | 2:10p | 5:00p | 7:50p","Standard","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child, but when they meet three siblings, including a rebellious 15-year-old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must try to learn the ropes of instant parenthood in the hope of becoming a family.","2018-11-29","The Villages, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Bohemian Rhapsody","PG-13","5","10:35a | 1:10p | 4:10p | 6:50p","Standard","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Surrounded by darker influences, Mercury decides to leave Queen years later to pursue a solo career. Diagnosed with AIDS in the 1980s, the flamboyant frontman reunites with the group for the benefit concert Live Aid -- leading the band in one of the greatest performances in rock history.","2018-11-29","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Mirai (Premiere Event)","PG","","7:00p | 8:00p","Standard","Fathom Events and GKIDS bring MIRAI, a daringly original story of love passed down through generations from acclaimed director Mamoru Hosoda and Japan’s Studio Chizu, to select theaters on November 29, December 5 and 8. When four-year-old Kun meets his new baby sister, his world is turned upside down. Named Mirai (meaning “future”), the baby quickly wins the hearts of Kun’s entire family. As his mother returns to work, and his father struggles to run the household, Kun becomes increasingly jealous of baby Mirai... until one day he storms off into the garden, where he encounters strange guests from the past and future – including his sister Mirai, as a teenager. Together, Kun and teenage Mirai go on a journey through time and space, uncovering their family’s incredible story. The epic capstone of director Mamoru Hosoda’s career, Mirai is a sumptuous, magical, and emotionally soaring adventure about the ties that bring families together and make us who we are.","2018-11-29","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Meow Wolf: Origin Story","PG-13","","7:30p","Standard","A group of artists in Santa Fe, NM, frustrated by the lack of access to the art world, decide to form their own collective and name themselves Meow Wolf. Their immersive, large-scale exhibitions crack open a profitable niche in the arts industry, and they spark the interest of George R. R. Martin (creator of “Game of Thrones,”) who comes on board as an investor and supporter. With their wild success obtained on their own terms, Meow Wolf tells its own story and inspires the DIY spirit in creatives, entrepreneurs, and dreamers the world over – in cinemas for one night on Thursday, November 29 only at 7:30 p.m. local time.","2018-11-29","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Boy Erased","R","4","9:30a | 12:15p | 5:15p | 7:10p | 9:45p","Standard","“Boy Erased” tells the story of Jared (Hedges), the son of a Baptist pastor in a small American town, who is outed to his parents (Kidman and Crowe) at age 19. Jared is faced with an ultimatum: attend a conversion therapy program – or be permanently exiled and shunned by his family, friends, and faith. Boy Erased is the true story of one young man’s struggle to find himself while being forced to question every aspect of his identity.","2018-11-29","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Girl in the Spider's Web","R","4","10:50a | 4:15p","Standard","Fired from the National Security Agency, Frans Balder recruits hacker Lisbeth Salander to steal FireWall, a computer program that can access codes for nuclear weapons worldwide. The download soon draws attention from an NSA agent who traces the activity to Stockholm. Further problems arise when Russian thugs take Lisbeth's laptop and kidnap a math whiz who can make FireWall work. Now, Lisbeth and an unlikely ally must race against time to save the boy and recover the codes to avert disaster.","2018-11-29","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Sinatra in Palm Springs","","3.5","9:15a | 11:30a | 1:45p | 4:00p | 6:15p","Standard","Palm Springs, a small desert oasis 100 miles East of Los Angeles was Sinatra's true home for 50 years. During his brief yet turbulent marriage to Ava Gardner his Palm Springs house was center stage. For the rest of his life, the Rancho Mirage compound on Frank Sinatra Drive, was the home he called “My Heaven”. Palm Springs still feels the ghost of Frank Sinatra.","2018-11-29","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Instant Family (2018)","PG-13","4.5","1:35p | 4:40p | 7:40p | 10:40p","Standard","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child, but when they meet three siblings, including a rebellious 15-year-old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must try to learn the ropes of instant parenthood in the hope of becoming a family.","2018-11-29","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Robin Hood (2018)","PG-13","4","9:30a | 1:45p | 4:25p | 7:50p | 9:45p","Standard","A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown in a thrilling action-adventure packed with gritty battlefield exploits, mind-blowing fight choreography, and a timeless romance.","2018-11-29","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Green Book","PG-13","4.5","12:10p | 3:40p | 7:05p | 10:25p","Standard","Dr. Don Shirley is a world-class African-American pianist who's about to embark on a concert tour in the Deep South in 1962. In need of a driver and protection, Shirley recruits Tony Lip, a tough-talking bouncer from an Italian-American neighborhood in the Bronx. Despite their differences, the two men soon develop an unexpected bond while confronting racism and danger in an era of segregation.","2018-11-29","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Dr. Seuss' The Grinch (2018)","PG","4.5","12:05p | 2:10p | 4:25p | 6:50p | 9:10p","Standard","Academy Award® nominee Benedict Cumberbatch lends his voice to the infamous Grinch, who lives a solitary life inside a cave on Mt. Crumpet with only his loyal dog, Max, for company. With a cave rigged with inventions and contraptions for his day-to-day needs, the Grinch only sees his neighbors in Who-ville when he runs out of food. Each year at Christmas they disrupt his tranquil solitude with their increasingly bigger, brighter and louder celebrations. When the Whos declare they are going to make Christmas three times bigger this year, the Grinch realizes there is only one way for him to gain some peace and quiet: he must steal Christmas. To do so, he decides he will pose as Santa Claus on Christmas Eve, even going so far as to trap a lackadaisical misfit reindeer to pull his sleigh.","2018-11-29","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Widows (2018)","R","4","12:30p | 3:35p | 6:45p | 9:45p","Standard","""Widows"" is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Oscar® winner Viola Davis), Linda (Michelle Rodriguez), Alice (Elizabeth Debicki) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms. ""Widows"" also stars Liam Neeson, Colin Farrell, Robert Duvall, Daniel Kaluuya, Lukas Haas and Brian Tyree Henry.","2018-11-29","High Springs, FL"
"4850 S. Pine Ave., Ocala, FL 34480","Ocala Drive-In","","","","","","","2018-11-29","Ocala, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Creed II","PG-13","4.5","12:15p | 3:45p | 7:15p | 10:30p","Standard","Life has become a balancing act for Adonis Creed. Between personal obligations and training for his next big fight, he is up against the challenge of his life. Facing an opponent with ties to his family's past only intensifies his impending battle in the ring. Rocky Balboa is there by his side through it all and, together, Rocky and Adonis will confront their shared legacy, question what's worth fighting for, and discover that nothing's more important than family. Creed II is about going back to basics to rediscover what made you a champion in the first place, and remembering that, no matter where you go, you can't escape your history.","2018-11-29","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Mercy","","","6:30p","Standard","","2018-11-29","Belleview, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Overlord (2018)","R","4","9:30a | 12:00p | 5:30p | 9:00p","Standard","On the eve of D-Day, American paratroopers drop behind enemy lines to penetrate the walls of a fortified church and destroy a radio transmitter. As the soldiers approach their target, they soon begin to realize that there's more going on in the Nazi-occupied village than a simple military operation. Making their way to an underground lab, the outnumbered men stumble upon a sinister experiment that forces them into a vicious battle against an army of the undead.","2018-11-29","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Ralph Breaks the Internet","PG","4.5","12:40p | 3:40p | 6:40p | 9:40p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2018-11-29","High Springs, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2018-11-29","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","2.0","","5","12:00p","Standard","","2018-11-29","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Can You Ever Forgive Me?","R","4","9:35a | 12:05p | 2:35p | 5:05p | 7:35p","Standard","Celebrity biographer Lee Israel makes her living profiling the likes of Katharine Hepburn, Tallulah Bankhead, Estee Lauder and journalist Dorothy Kilgallen. When Lee is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception, abetted by her loyal friend Jack.","2018-11-29","The Villages, FL"
