"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Souvenir","R","3.5","9:40a | 2:25p | 7:15p","Standard","","2019-06-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Toy Story 4","G","5","10:30a | 12:10p | 12:30p | 1:15p | 1:30p | 2:50p | 3:10p | 4:00p | 5:00p | 6:30p | 8:10p | 9:00p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-22","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Toy Story 4","G","5","1:00p | 3:35p | 5:30p | 10:50p","Digital 3D","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-21","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Aladdin (2019)","PG","4.5","1:10p | 4:10p | 7:10p | 10:15p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-22","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Dead Don't Die","R","3","11:50a | 2:40p | 5:15p | 7:50p | 10:25p","Standard","In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.","2019-06-22","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Aladdin (2019)","PG","4.5","1:10p | 4:10p | 7:10p | 10:15p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-21","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Poms","PG-13","4","9:30a | 11:45a | 2:15p | 4:30p | 6:45p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-06-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Child's Play (2019)","R","","12:20p | 2:45p | 5:25p | 8:00p | 10:35p","Standard","A contemporary re-imagining of the 1988 horror classic, Child's Play follows Karen (Aubrey Plaza), a single mother who gifts her son Andy (Gabriel Bateman) a Buddi doll, unaware of its more sinister nature.","2019-06-21","Gainesville, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Toy Story 4","G","5","1:00p | 4:00p | 7:00p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-23","Ocala, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Secret Life of Pets 2","PG","4.5","9:30a | 11:40a | 1:50p | 4:00p | 6:15p | 8:30p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Child's Play (2019)","R","","12:00p | 2:40p | 5:00p | 7:40p | 10:20p","Standard","A contemporary re-imagining of the 1988 horror classic, Child's Play follows Karen (Aubrey Plaza), a single mother who gifts her son Andy (Gabriel Bateman) a Buddi doll, unaware of its more sinister nature.","2019-06-23","Ocala, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Men in Black: International","PG-13","3.5","1:00p | 4:00p | 7:00p | 9:30p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-21","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Dark Phoenix","PG-13","3.5","1:20p | 4:20p | 7:20p | 10:00p","Standard","This is the story of one of the X-Men's most beloved characters, Jean Grey, as she evolves into the iconic DARK PHOENIX. During a life-threatening rescue mission in space, Jean is hit by a cosmic force that transforms her into one of the most powerful mutants of all. Wrestling with this increasingly unstable power as well as her own personal demons, Jean spirals out of control, tearing the X-Men family apart and threatening to destroy the very fabric of our planet. The film is the most intense and emotional X-Men movie ever made. It is the culmination of 20 years of X-Men movies, as the family of mutants that we've come to know and love must face their most devastating enemy yet -- one of their own.","2019-06-23","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Shaft (2019)","R","4.5","9:40p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-23","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","The Dead Don't Die","R","3","12:20a | 9:30a | 12:00p | 2:30p | 7:30p | 9:55p","Standard","In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.","2019-06-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Avengers: Endgame (2019)","PG-13","5","7:05p | 9:45p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-06-21","Ocala, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Loopers: The Caddie's Long Walk","PG","","12:20p | 3:45p | 5:05p","Standard","Centuries old and enjoyed by millions, golf is more than a sport. Loopers: The Caddie's Long Walk explores the bond between golfer and caddie. Featuring never before seen stories, Loopers is an account of golf like you've never seen before.","2019-06-23","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Men in Black: International","PG-13","3.5","3:10p | 9:00p","Digital 3D","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-21","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Toy Story 4","G","5","12:10p | 2:50p | 5:30p | 8:10p | 10:50p | 11:30a | 11:50a | 2:10p | 2:30p | 4:50p | 5:10p | 7:45p | 7:50p | 10:45p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-21","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Forrest Gump 25th Anniversary","","","3:00p","Standard","Celebrate all the beloved moments, visual mastery, moving performances and captivating storytelling of Forrest Gump for its 25th Anniversary. Winner of six Academy Awards®* including Best Picture, Actor (Tom Hanks) and Director (Robert Zemeckis), the generation-defining film is a stunning journey through some of the most memorable events and cultural touchstones of the later 20th century, courtesy of Forrest and the powerful cast of characters. Hanks, Sally Field, Robin Wright, Mykelti Williamson and Gary Sinise all shine their brightest. Then, now, always — the world is simply never the same once you’ve seen it through the eyes of Forrest Gump.","2019-06-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Secret Life of Pets 2","PG","4.5","11:40a | 2:05p | 4:25p | 7:00p | 9:10p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-21","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Rocketman","R","4.5","12:35p","Standard","The epic musical story of Elton John, his breakthrough years and his transformation from shy piano prodigy to international superstar. Set to his most beloved songs, witness how a small-town boy became one of the most iconic figures in pop history.","2019-06-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","The Secret Life of Pets 2","PG","4.5","12:15p | 2:30p | 4:55p | 7:15p | 9:30p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-22","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Toy Story 4","G","5","10:40a | 10:50a | 11:25a | 12:00p | 1:45p | 2:00p | 2:15p | 2:35p | 4:40p | 4:55p | 5:10p | 7:20p | 7:45p | 10:00p | 10:20p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Hampstead","PG-13","","9:35a | 2:20p | 5:45p","Standard","Though Emily (Diane Keaton) and Donald (Brendan Gleeson) live in the same idyllic London neighborhood of Hampstead, the worlds they inhabit could not be more different. She is an American widow occupying a posh apartment she can no longer afford and filling her time with charity work as she struggles to figure out a next step. He is a gruff Irish loner who lives off the land in a makeshift cabin and wants nothing more than to be left in peace. When his home is threatened by greedy real estate developers, Emily believes she has found her new cause—but gets more than she bargained for when unexpected romance blossoms. Based on an inspiring true story, Hampstead is a buoyant, sparklingly witty tale of two underdogs who took on the system and showed a nation that heart is where the home is. With Lesley Manville.","2019-06-21","Belleview, FL"
"25 SE 2nd Place Street, Gainesville, FL 32601","Hippodrome State Theatre","","","","","","","2019-06-21","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Avengers: Endgame (2019)","PG-13","5","12:50p | 4:45p | 8:40p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-06-21","Gainesville, FL"
"4850 S. Pine Ave., Ocala, FL 34480","Ocala Drive-In","","","","","","","2019-06-22","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Toy Story 4","G","5","9:30a | 10:00a | 10:30a | 12:00p | 12:30p | 2:45p | 3:15p | 5:15p | 6:00p | 6:15p | 6:45p | 8:45p | 9:30p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-21","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Anna (2019)","R","","1:05p | 4:10p | 7:05p | 10:05p","Standard","","2019-06-22","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Men in Black: International","PG-13","3.5","11:00a | 1:55p | 4:20p | 7:30p | 10:20p | 10:35p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Loopers: The Caddie's Long Walk","PG","","12:20p | 3:45p | 5:05p","Standard","Centuries old and enjoyed by millions, golf is more than a sport. Loopers: The Caddie's Long Walk explores the bond between golfer and caddie. Featuring never before seen stories, Loopers is an account of golf like you've never seen before.","2019-06-21","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Toy Story 4","G","5","1:00p | 3:35p | 5:30p | 10:50p","Digital 3D","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-23","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Forrest Gump","PG-13","4.5","3:00p","Standard","Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright).","2019-06-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Ma (2019)","R","3.5","8:05p | 10:50p","Standard","A lonely middle-aged woman befriends some teenagers and decides to let them party in the basement of her home. But there are some house rules: One of the kids has to stay sober, don't curse, and never go upstairs. They must also refer to her as Ma. But as Ma's hospitality starts to curdle into obsession, what began as a teenage dream turns into a terrorizing nightmare, and Ma's place goes from the best place in town to the worst place on Earth.","2019-06-22","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Toy Story 4","G","5","9:30a | 10:00a | 10:30a | 12:00p | 12:30p | 2:45p | 3:15p | 5:15p | 6:00p | 6:15p | 6:45p | 8:45p | 9:30p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-22","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Secret Life of Pets 2","PG","4.5","11:40a | 2:05p | 4:25p | 7:00p | 9:10p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-23","High Springs, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Shaft (2019)","R","4.5","1:00p | 4:00p | 7:00p | 9:45p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Men in Black: International","PG-13","3.5","11:00a | 1:55p | 4:20p | 7:30p | 10:20p | 10:35p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Dark Phoenix","PG-13","3.5","12:35p | 3:40p | 7:00p | 10:55p","Standard","This is the story of one of the X-Men's most beloved characters, Jean Grey, as she evolves into the iconic DARK PHOENIX. During a life-threatening rescue mission in space, Jean is hit by a cosmic force that transforms her into one of the most powerful mutants of all. Wrestling with this increasingly unstable power as well as her own personal demons, Jean spirals out of control, tearing the X-Men family apart and threatening to destroy the very fabric of our planet. The film is the most intense and emotional X-Men movie ever made. It is the culmination of 20 years of X-Men movies, as the family of mutants that we've come to know and love must face their most devastating enemy yet -- one of their own.","2019-06-23","Ocala, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Aladdin (2019)","PG","4.5","10:40a | 2:00p | 4:00p | 7:15p | 9:15p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-23","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Child's Play (2019)","R","","12:35a | 11:15a | 2:45p | 5:00p | 9:25p","Standard","A contemporary re-imagining of the 1988 horror classic, Child's Play follows Karen (Aubrey Plaza), a single mother who gifts her son Andy (Gabriel Bateman) a Buddi doll, unaware of its more sinister nature.","2019-06-22","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Aladdin (2019)","PG","4.5","12:20p | 3:20p | 6:45p | 9:55p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-22","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Secret Life of Pets 2","PG","4.5","11:45a | 2:15p | 4:45p | 7:30p | 9:50p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-23","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Godzilla: King of the Monsters (2019)","PG-13","4","10:00a | 1:00p | 4:00p | 7:00p | 10:00p | 11:35p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-22","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Godzilla: King of the Monsters (2019)","PG-13","4","1:15p | 7:15p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-21","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Anna (2019)","R","","10:35a | 1:35p | 4:30p | 7:25p | 10:30p","Standard","","2019-06-23","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Shaft (2019)","R","4.5","11:30a | 3:45p | 6:40p | 10:40p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-22","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Aladdin (2019)","PG","4.5","12:20p | 3:20p | 6:20p | 9:20p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-22","High Springs, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","John Wick: Chapter 3 – Parabellum","R","4.5","12:00a | 10:30a | 1:30p | 4:25p | 7:20p | 10:15p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-06-22","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Godzilla: King of the Monsters (2019)","PG-13","4","10:00a | 1:00p | 4:00p | 7:00p | 10:00p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-23","The Villages, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","The Secret Life of Pets 2","PG","4.5","1:00p | 4:00p | 7:00p | 9:45p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Late Night (2019)","R","4","5:40p | 10:55p","Standard","A late-night talk show host's world is turned upside down when she hires her first and only female staff writer. Originally intended to smooth over diversity concerns, her decision brings about unexpectedly hilarious consequences as the two women who are separated by culture and generation become united by their love of a biting punchline.","2019-06-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Toy Story 4","G","5","11:00a | 1:30p | 4:00p | 7:00p | 10:00p","Digital 3D","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Holy Lands","","","12:00p | 4:45p | 7:05p | 9:25p","Standard","","2019-06-22","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Anna (2019)","R","","1:05p | 4:10p | 7:05p | 10:05p","Standard","","2019-06-23","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","John Wick: Chapter 3 – Parabellum","R","4.5","12:50p | 3:50p | 7:20p | 10:35p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-06-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Blackbear","","","11:15a | 1:30p | 8:15p","Standard","","2019-06-22","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Late Night (2019)","R","4","5:40p | 10:55p","Standard","A late-night talk show host's world is turned upside down when she hires her first and only female staff writer. Originally intended to smooth over diversity concerns, her decision brings about unexpectedly hilarious consequences as the two women who are separated by culture and generation become united by their love of a biting punchline.","2019-06-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","The Extraordinary Journey of the Fakir","PG-13","","11:35a | 4:55p | 7:45p | 10:25p","Standard","After his mother’s death, a young fakir from the streets of Mumbai, AJATASHATRU or ‘AJA’ (“Dhanush”), leaves India for France to track down the father he never knew. From the moment he arrives in Paris, nothing goes as planned. Aja falls in love with a young American woman (“Erin Moriarty”) having an existential crisis, wakes up in a truck full of Somalian Refugees (“Barkhad Abdi”) headed for England, is held hostage in a bureaucratic war, sorts out the love life of a Movie Star (“Berenice Bejo”), gets shot at by a hitman in a Roman palace, travels by private jet, merchant ship and hot-air balloon, and becomes a rich man for the span of a few hours. As Aja finds himself helplessly shipped from Folkestone to Barcelona, and from Rome to Tripoli, what was initially supposed to be a simple visit to Paris to discover his father’s identity turns into a veritable odyssey.","2019-06-22","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Child's Play (2019)","R","","12:00p | 2:40p | 5:00p | 7:40p | 10:20p","Standard","A contemporary re-imagining of the 1988 horror classic, Child's Play follows Karen (Aubrey Plaza), a single mother who gifts her son Andy (Gabriel Bateman) a Buddi doll, unaware of its more sinister nature.","2019-06-22","Ocala, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Toy Story 4","G","5","12:15p | 2:30p | 4:45p | 7:00p | 9:30p","Standard","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.","2019-06-22","Ocala, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-06-22","High Springs, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Aladdin (2019)","PG","4.5","1:00p | 4:00p | 7:00p | 9:45p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-23","Belleview, FL"
